projectID,taskID,taskName,status,deadline
289,7,Coordinate policy updates for Sales for Q2,complete,2025-09-06
289,8,Plan meeting notes for Finance,approved,2025-06-24
290,1,Coordinate upcoming client proposals (internal),complete,2024-11-13
290,2,Verify data backups for Engineering for Q2,in progress,2024-10-31
290,3,Collect upcoming timesheets — follow-up,in review,2024-10-21
290,4,Reconcile scope change requests for Finance (internal),in review,2024-10-15
290,5,Draft pending handoff documentation for Q3,complete,2024-11-03
290,6,Complete risk registers for Operations for Q3,in review,2024-10-17
290,7,Analyze monthly invoice approvals (internal),approved,2024-10-13
290,8,Review compliance checklists for HR for Q1,in review,2024-10-14
291,1,Prioritize the quarterly budget for HR for Q2,in progress,2020-09-20
291,2,Complete product requirements with finance,in review,2021-10-14
291,3,Monitor inventory counts for HR for leadership review,complete,2021-04-14
291,4,Validate stakeholder feedback for HR for leadership review,in progress,2021-12-05
291,5,Validate performance goals for Finance,in progress,2020-02-13
291,6,Plan meeting notes with finance,in progress,2021-01-05
291,7,Review payroll exceptions for HR this sprint,approved,2020-05-01
291,8,Organize training materials for Q3,approved,2020-11-05
292,1,Schedule capital expenditure requests for Finance with legal,in review,2021-06-23
292,2,Publish invoice approvals for HR for Q2,in progress,2020-12-17
292,3,Submit incident reports for Finance (internal),approved,2021-04-14
292,4,Implement incident reports for Finance — follow-up,in progress,2021-08-29
292,5,Publish scope change requests — draft,overdue,2021-03-26
292,6,Complete upcoming release notes,in progress,2021-08-03
292,7,Document the quarterly budget with finance,in review,2021-09-29
292,8,Schedule vendor contracts — follow-up,in review,2021-02-06
293,1,Reconcile budget variance notes for Marketing with finance,complete,2019-12-03
293,2,Track handoff documentation — draft,in progress,2019-12-16
293,3,Track upcoming annual reviews with HR,approved,2020-01-04
293,4,Outline monthly payroll exceptions for Q4,in progress,2019-12-26
293,5,Monitor capital expenditure requests this sprint,approved,2019-12-15
293,6,Outline performance goals — draft,in review,2019-12-09
293,7,Monitor purchase orders for HR,in review,2019-12-22
293,8,Reconcile cross-team dependencies for Finance for Q2,approved,2019-12-19
294,1,Prioritize hiring requisitions for HR — follow-up,approved,2025-03-09
294,2,Finalize incident reports for leadership review,in progress,2025-03-08
294,3,Finalize inventory counts for Finance before Friday,in progress,2025-03-17
294,4,Track pending security assessments — follow-up,in progress,2025-03-09
294,5,Finalize the quarterly budget for Finance (internal),complete,2025-03-18
294,6,Submit budget variance notes (internal),approved,2025-03-07
294,7,Publish benefits enrollment for Sales (internal),in review,2025-03-19
294,8,Plan sales forecasts for HR with legal,complete,2025-03-23
295,1,Audit upcoming invoice approvals — follow-up,approved,2025-01-28
295,2,Verify current support tickets before Friday,in review,2025-04-11
295,3,Approve current customer surveys before Friday,in review,2025-03-05
295,4,Prepare scope change requests — follow-up,in progress,2025-04-17
295,5,Verify monthly audit findings before Friday,approved,2025-01-06
295,6,Organize invoice approvals for Q4,in progress,2025-01-31
295,7,Verify current annual reviews with finance,complete,2025-01-28
295,8,Reconcile vendor contracts — follow-up,approved,2025-04-20
296,1,Review partner agreements for Engineering with HR,in progress,2023-01-17
296,2,Analyze handoff documentation for Marketing before Friday,in review,2023-02-09
296,3,Schedule current capital expenditure requests — follow-up,in progress,2022-10-12
296,4,Compile audit findings,in review,2023-01-08
296,5,Approve meeting notes for HR with legal,in review,2023-01-11
296,6,Validate security assessments — draft,in review,2022-11-17
296,7,Review audit findings with HR,complete,2023-01-29
296,8,Archive weekly budget variance notes for leadership review,in progress,2022-10-15
297,1,Finalize client proposals for leadership review,in progress,2025-11-13
297,2,Implement cross-team dependencies for Q1,in progress,2026-02-16
297,3,Outline onboarding paperwork for Sales for Q3,in progress,2025-06-05
297,4,Outline weekly scope change requests with finance,in review,2026-01-26
297,5,Prioritize upcoming equipment orders for Q1,complete,2025-06-10
297,6,Plan monthly marketing briefs,in review,2026-01-21
297,7,Approve marketing briefs for Engineering,complete,2025-08-15
297,8,Track stakeholder feedback this sprint,in progress,2025-09-25
298,1,Audit weekly software licenses for Q3,approved,2020-06-04
298,2,Submit incident reports for Q1,in progress,2020-07-02
298,3,Track hiring requisitions for HR this sprint,in review,2020-08-01
298,4,Submit product requirements with HR,in review,2020-05-22
298,5,Analyze annual reviews for Q2,in review,2020-05-29
298,6,Track hiring requisitions for HR for leadership review,in progress,2020-06-18
298,7,Reconcile sales forecasts — draft,in review,2020-07-12
298,8,Outline pending inventory counts for Q4,in progress,2020-05-28
299,1,Track audit findings for Marketing — draft,approved,2022-06-14
299,2,Track pending partner agreements with finance,in review,2022-05-12
299,3,Schedule monthly compliance checklists this sprint,in review,2022-06-09
299,4,Organize product requirements for Finance before Friday,approved,2022-06-18
299,5,Verify weekly audit findings with finance,in review,2022-05-14
299,6,Analyze purchase orders with finance,complete,2022-05-18
299,7,Prioritize current project milestones for Q2,in progress,2022-05-26
299,8,Approve upcoming travel requests for Q1,in review,2022-07-22
300,1,Complete monthly equipment orders for Q4,approved,2020-02-17
300,2,Update pending stakeholder feedback before Friday,in review,2019-04-21
300,3,Summarize upcoming the quarterly budget for Q4,complete,2019-11-20
300,4,Update client proposals this sprint,complete,2019-03-26
300,5,Plan weekly client proposals — draft,in progress,2019-01-31
300,6,Submit upcoming scope change requests for Q1,in review,2019-03-05
300,7,Prepare vendor contracts for Marketing — draft,in progress,2019-07-01
300,8,Approve scope change requests for Operations for Q1,in progress,2020-02-02
301,1,Complete security assessments for Sales before Friday,overdue,2022-01-10
301,2,Submit payroll exceptions with legal,in progress,2021-10-14
301,3,Schedule weekly purchase orders for Q3,approved,2021-05-18
301,4,Collect current onboarding paperwork for Q3,in review,2021-05-13
301,5,Publish purchase orders for Sales,complete,2021-06-12
301,6,Draft security assessments before Friday,in progress,2022-03-26
301,7,Monitor performance goals with HR,approved,2021-07-19
301,8,Organize pending vendor contracts (internal),complete,2022-03-22
302,1,Analyze policy updates for Finance for Q4,in review,2021-06-29
302,2,Outline monthly marketing briefs — follow-up,in progress,2021-07-16
302,3,Review sales forecasts before Friday,in review,2021-06-23
302,4,Reconcile monthly policy updates — draft,in review,2021-06-26
302,5,Implement release notes with legal,in review,2021-07-11
302,6,Update partner agreements for Finance,in progress,2021-07-27
302,7,Complete product requirements for HR — follow-up,approved,2021-07-20
302,8,Track software licenses for HR — draft,complete,2021-06-19
303,1,Compile upcoming inventory counts — follow-up,in progress,2022-02-13
303,2,Schedule vendor contracts with HR,approved,2022-07-13
303,3,Coordinate capital expenditure requests for Q4,in review,2022-12-03
303,4,Audit software licenses for Sales for Q3,in review,2022-08-29
303,5,Finalize department KPIs for Finance for Q4,in progress,2022-09-26
303,6,Publish upcoming expense reports this sprint,in progress,2023-02-19
303,7,Archive benefits enrollment for HR before Friday,complete,2023-04-21
303,8,Audit meeting notes for leadership review,complete,2023-04-26
304,1,Organize support tickets for Operations,approved,2025-04-21
304,2,Review meeting notes before Friday,approved,2025-04-11
304,3,Outline vendor contracts for Operations for Q2,complete,2025-04-04
304,4,Prepare software licenses for Q3,in progress,2025-03-26
304,5,Schedule sales forecasts for Engineering for Q2,in progress,2025-06-04
304,6,Prepare upcoming scope change requests with finance,in review,2025-03-28
304,7,Coordinate upcoming training materials with legal,approved,2025-05-23
304,8,Monitor pending purchase orders before Friday,in review,2025-04-20
305,1,Implement pending inventory counts with finance,in review,2021-12-27
305,2,Review pending compliance checklists for Q1,complete,2022-04-13
305,3,Submit vendor contracts for Q4,in progress,2021-12-10
305,4,Implement payroll exceptions with HR,in review,2022-01-30
305,5,Verify budget variance notes with finance,complete,2021-09-25
305,6,Draft policy updates for Engineering with legal,in review,2021-07-12
305,7,Archive current customer surveys — follow-up,approved,2021-04-14
305,8,Track pending marketing briefs for leadership review,in progress,2022-04-12
306,1,Track customer surveys for Marketing with legal,approved,2025-02-03
306,2,Compile pending meeting notes this sprint,in review,2025-03-19
306,3,Summarize upcoming marketing briefs with finance,in review,2025-08-10
306,4,Organize monthly customer surveys for Q3,in review,2025-05-19
306,5,Verify marketing briefs — draft,in progress,2025-08-08
306,6,Submit onboarding paperwork for Q1,in progress,2025-03-09
306,7,Review support tickets for Marketing,complete,2025-08-17
306,8,Confirm upcoming scope change requests,in review,2025-07-27
307,1,Prioritize weekly invoice approvals for Q1,approved,2021-11-13
307,2,Prioritize invoice approvals for HR — follow-up,approved,2021-10-29
307,3,Draft support tickets for Q2,in progress,2021-10-25
307,4,Validate current annual reviews for Q1,complete,2021-11-09
307,5,Archive pending data backups for Q1,overdue,2021-11-25
307,6,Compile monthly payroll exceptions for Q4,in review,2021-11-25
307,7,Compile benefits enrollment for Marketing for Q4,in review,2021-10-09
307,8,Validate weekly budget variance notes with finance,complete,2021-10-15
308,1,Track support tickets this sprint,overdue,2023-05-08
308,2,Archive marketing briefs for Marketing for Q2,approved,2023-05-17
308,3,Update product requirements for Operations for Q4,complete,2023-05-06
308,4,Compile support tickets for Engineering for Q1,approved,2023-05-12
308,5,Monitor project milestones for Finance for Q2,in progress,2023-05-18
308,6,Organize expense reports for Finance with finance,approved,2023-05-11
308,7,Outline pending policy updates,complete,2023-05-16
308,8,Document project milestones for Marketing — draft,complete,2023-05-10
309,1,Track payroll exceptions for Sales before Friday,approved,2021-04-09
309,2,Outline partner agreements for Operations this sprint,approved,2021-05-25
309,3,Finalize onboarding paperwork for Finance — follow-up,approved,2020-10-02
309,4,Submit payroll exceptions for Q4,approved,2021-06-18
309,5,Plan stakeholder feedback for HR with finance,approved,2021-10-04
309,6,Reconcile upcoming training materials for Q1,overdue,2022-02-02
309,7,Coordinate weekly data backups for Q3,in review,2021-02-11
309,8,Analyze expense reports for Q3,complete,2021-04-11
310,1,Approve security assessments with HR,approved,2023-06-26
310,2,Verify inventory counts for HR for Q2,in progress,2023-06-21
